19;119;अनाज;तेजोवलय;कुछ पौधों से उत्पन्न होने वाले दाने जो खाने के काम में आते हैं;देवता किंवा महापुरुष ह्यांच्या चेहर्यावरील तेज जे चित्रांमध्ये अथवा मूर्तीमध्ये दाखवले जाते; श्याम अनाज का व्यापारी है; सामान्य मनुष्यांचे तेजोवलय क्षीण असल्यामुळे दिसून येत नाही.
20;120;खाद्य वस्तु;प्रेम;खाने (या पीने) के काम आने वाली वस्तु जिससे शरीर को ऊर्जा मिले और शारीरिक विकास हो;एखाद्याला खूप चांगले मानून त्यासोबत किंवा त्याच्याजवळ नेहमी राहण्याची प्रेरणा देणारी मनोवृत्ती; गाँव की अपेक्षा शहरों में खाद्य वस्तुएँ बहुत महँगी हैं; प्रेमात स्वार्थ नसतो./राधा व कृष्णाचे प्रेम सर्वश्रुत आहे
21;121;अनुभवहीन;स्नेह;जिसमें अनुभव की कमी हो या जिसे अच्छा अनुभव या ज्ञान न हो;आपल्यापेक्षा लहान किंवा बरोबरीच्यांबद्दल मनात उमलणारे प्रेम; अनुभवहीन होने के कारण रामू को नौकरी नहीं मिली   /  वह इस खेल में अनुभवहीन है; चाचा नेहरूंना मुलांबद्दल खूपच स्नेह होता.
22;122;अनाड़ी;एकसमान;जो प्रवीण न हो;मूळ रुपासारखे नवे रूप असलेला; अनाड़ी खिलाड़ियों ने भी अच्छे खेल का प्रदर्शन किया; हे दोन्ही खेळणे एकसमान आहेत
23;123;अयोग्य;मते;जो योग्य न हो या जिसमें पात्रता न हो;एखाद्याच्या मताप्रमाणे; प्रबंधक ने अयोग्य व्यक्तियों को संस्था से निकाल दिया; तिच्या मते तिच सर्वश्रेष्ठ आहे
24;124;शेरनी;हिमाचली;मादा शेर;हिमाचल प्रदेशचा किंवा तेथील निवासी, भाषा, संस्कृती इत्यादीशी संबंधित; शेरनी शेर से अधिक खूँखार होती है   /  गुरु भक्त शिवाजी समर्थ गुरु रामदास का पेट दर्द ठीक करने के लिए शेरनी का दूध लाए; त्याच्या डोक्यावर हिमाचली टोपी होती.
25;125;नौसिखिया;आग्रह;जिसने कोई काम अभी हाल में सीखा हो;एखाद्या गोष्टीसाठी विनयाने केलेला हट्ट; यह काम नौसिखिया व्यक्ति भी कर सकता है; मला कुणाचाही आग्रह मोडवत नाही
26;126;फूहड़;मुदतसमाप्ती झालेला;जिसे भली भाँति काम करने का ढंग न आता हो;ज्याच्या उपयोगाची अवधी समाप्त झाली आहे असा; तुम फूहड़ व्यक्तियों जैसा काम क्यों करते हो ?; मुदतसमाप्ती झालेली औषधे घेणे नेहमी टाळावे.
27;127;मूर्ख;प्रार्थना;जिसे बुद्धि न हो या बहुत कम हो या जो मूर्खतापूर्ण आचरण करता हो;एखाद्यास एखादी गोष्ट करण्यासाठी नम्रपणे केले जाणारे निवेदन; मूर्ख लोगों से बहस नहीं करनी चाहिए; अपराध्याने राजाकडे मृत्युदंड रद्द करण्याची प्रार्थना केली.
28;128;अप्रचलित;याचिका;जो प्रचलित न हो;ज्यात काही विनंती केली आहे असा कागद; तुम हमेशा अप्रचलित पहनावा ही क्यों पहनते हो ?; त्याची याचिका न्यायालयात फेटाळली गेली
29;129;प्रवीण;अनुवाद;जो किसी कार्य को करने में विशेष योग्यता रखता हो;एखाद्या भाषेत लिहिलेला किंवा बोललेला मजकूर दुसर्या भाषेत बोलण्याची किंवा लिहिण्याची कार्य; धनुर्विद्या में प्रवीण अर्जुन ने तेल में मछली की परछाईं देखकर उसकी आँख पर निशाना लगाया; रामायणाचे अनुवाद अधिकांश भाषांमध्ये झाले आहे.
30;130;योग्य;अनुवादित रचना;जिसमें किसी काम को अच्छी तरह से करने का हुनर या गुण हो;अनुवाद केलेली रचना; इस काम के लिए एक योग्य व्यक्ति की आवश्यकता है; ही राष्ट्रपतींच्या इंग्रजी पुस्तकाची अनुवादित रचना आहे./अनुवादित रचना समजण्यास सोप्या असतात.
31;131;सभ्य;व्याख्या;उच्च आचार-विचार रखने और भले आदमियों का-सा व्यवहार करने वाला;एखाद्या जटिल वाक्य, शब्द इत्यादीच्या अर्थाचे स्पष्टीकरण; राम एक सभ्य व्यक्ति है; संस्कृत श्लोकांची व्याख्या सर्वांनाच करणे कठीण आहे.
32;132;अच्छा;विनिमय व्यापार;जो भला या अच्छा हो या जिसमें अच्छे गुण हों या जिसके काम आदि से दूसरों का भला हो;एका वस्तूच्या बदल्यात दुसरी वस्तू घेण्याचा किंवा देण्याचा व्यापार; दुनिया में अच्छे लोगों की कमी नहीं है; राम विनिमय व्यापार करतो.
33;133;नरभक्षी;कार्यारंभ;जो मनुष्य का भक्षण करता हो या मानव को अपना आहार बनानेवाला;एखाद्या कार्याची सुरुवात; शिकारी ने नरभक्षी बाघिन को अपना निशाना बनाया; माझे आजोबा कोणतेही कार्यारंभ केले की त्याला पूर्ण करूनच सोडतात./कार्यारंभ करताना गणेशाचे पूजन केले जाते.
34;134;नवरत्न;धार्मिक कृत्य;वे नौ विद्वान जो प्राचीन काल में किसी-किसी राजा-महाराजा की सभा में रहते थे;शास्त्रांत सांगितल्याप्रमाणे केले जाणारे काम; कालिदास विक्रमादित्य के नवरत्नों में से एक थे; बालपणापासून मला संध्या, पूजा इत्यादींसारखे धार्मिक कृत्य शिकवले.
35;135;अनाथ;मंगलोत्सव;जिसका कोई पालन-पोषण करनेवाला न हो;मंगल कार्य इत्यादीं समयी साजरा केला जाणारा उत्सव; श्याम ने अपना सारा जीवन अनाथ बच्चों की परवरिश में बिता दिया; गणेशोत्सवात अख्खी मुंबईच मंगलोत्सव साजरा करण्यासाठी रस्त्यावर उतरते.
36;136;असहाय;यजन;जिसका कोई सहारा न हो;यज्ञ करण्याची क्रिया; सुरेन्द्रजी असहाय व्यक्तियों की सहायता करते रहते हैं; हनुमान मंदिरात यजन सुरू आहे.
37;137;पितृहीन;संकल्प करणे;जिसके पिता न हों;एखादी गोष्ट करण्याचे ठरवणे; पितृहीन बच्चे कभी-कभी दिशाहीन हो जाते हैं; नवीन वर्षात खोटे न बोलण्याचा त्याने संकल्प केला
38;138;साधनहीन;संशोधन;जिसके पास कोई साधन न हो;नवीन शोध लावण्याची क्रिया; सरकार साधनहीन व्यक्तियों के लिए साधन जुटाने का प्रयास कर रही है; वैज्ञानिक संशोधनातून रोबट निर्माण केले आहे. / काही वर्षं केलेल्या संशोधनातून एक कम्प्युटर चिप तयार केली आहे.
39;139;सनाथ;शोध;जिसका कोई पालन-पोषण या देखभाल करने वाला हो;एखादी वस्तू कुठपासून व कशी आहे हे पाहण्यासाठी शोधण्याची क्रिया; सनाथ बालकों को अनाथ बालकों की मदद करनी चाहिए   /  साधक प्रभु का हो जाने पर अनाथ नहीं रहता, सनाथ हो जाता है; कोलंबसने अमेरिकेचा शोध लावला.
40;140;गीदड़ी;अनुकृत;मादा गीदड़;एखाद्या गोष्टीच्या अनुकरणातून तयार झालेला; जंगल में एक गीदड़ी अपने बच्चे को दूध पिला रही थी; ही एक अनुकृत रचना आहे.
41;141;ससहाय;विचार;जिसका कोई सहारा हो;एखाद्या गोष्टीला अनुलक्षून केली जाणारी मानसिक क्रिया; ससहाय व्यक्तियों को दूसरों की सहायता करनी चहिए; मी सध्या या विषयावर विचार करतो आहे
42;142;मातृहीन;घृणा;जिसकी माता न हो;एखादी गोष्ट नकोशी वाटल्यामुळे त्यापासून दूर जाण्याची भावना; सेठजी बचपन में ही मातृहीन हो गए; बीभत्स दृश्यांची मला घृणा येते.
43;143;साधन सम्पन्न;विरक्ती;जिसके पास साधन हो या साधन से संपन्न हो;संसारिक सुख, उपभोग यांपासून मन भरल्यामुळे त्याविषयी ओढ न राहण्याची अवस्था किंवा भाव; साधन संपन्न व्यक्ति समाज के विकास में सहायक होते हैं; त्याला संसाराविषयी विरक्ती आली.
44;144;अपमान;भिन्नरूपी;वह बात या कार्य जिससे किसी का मान या प्रतिष्ठा कम हो;समरूपी नसलेला; हमें किसी का अपमान नहीं करना चाहिए   /  ससुराल में उसकी बड़ी भद्द हुई; ह्या मंदिरात महादेवाच्या भिन्नरूपी प्रतिमा आहेत.
45;145;अशिष्टता;अनुवादित;अशिष्ट होने की अवस्था या भाव;ज्याचा अनुवाद केला आहे असा; अशिष्टता मानव को पशु बना देती है; हा बायबलचा अनुवाद आहे
46;146;सम्मान;मूळ रचना;ऐसी बात या कार्य जिसे किसी के प्रति कहने या करने से उसे प्रसन्नता मिले या सम्मानित होने की अवस्था;एखाद्या रचनेचे अनुवाद,अनुकरण न केलेले किंवा विशिष्ट प्रसंगावर आधारित नसलेली व जी स्वतःच्या कल्पनेतून उद्भवलेली आहे अशी रचना; माता-पिता का सम्मान करना चाहिए; गोदान ही प्रेमचंद ह्यांची मूळ रचना आहे.
47;147;ईश्वर;निरोप;धर्मग्रंथों द्वारा मान्य वह सर्वोच्च सत्ता जिसे सृष्टि का स्वामी माना जाता है;एखाद्या उद्देश्याने सांगितलेली किंवा कळवलेली किंवा लिखित वा सांकेतिक एखादी महत्त्वाची गोष्ट; ईश्वर सर्वव्यापी है   /   ईश्वर हम सबके रक्षक हैं; आपल्या भावाचे लग्न ठरले हा निरोप ऐकून त्याला अत्याधिक आनंद झाला./काम पूर्ण झाल्याचा निरोप मला रामने दिला
48;148;अनाम;साहित्यकृती;बिना नाम का या जिसका कोई नाम न हो;साहित्यातील कृती; रामू ने अनाथ आश्रम से एक अनाम बालक को गोद लिया; एखादी साहित्यकृती ही शब्दांच्या माध्यमातून उचलून चित्रपटाच्या माध्यमात आणण्याचा हा त्यांचा प्रयत्न आहे.
49;149;दिव्य शक्ति;स्पष्टीकरण;ऐसी शक्ति जो सर्वोपरि और सर्वसंपन्न होती है;एखाद्या कृतीविषयी दिलेली कारणमीमांसा; धर्मग्रंथों के अनुसार प्रकृति का हर कार्य दिव्य शक्ति द्वारा संचालित होता है; शासनाने आपल्या आर्थिक धोरणाविषयी स्पष्टीकरण दिले
50;150;नामक;क्रियापद;नाम का या नाम वाला;व्याकरणानुसार भाषेतील क्रियावाचक शब्द; प्राचीन काल में अयोध्या में रघु नामक राजा राज्य करते थे; राम खातो यात खाणे हे क्रियापद आहे.
51;151;अचानक;आरंभ;एकदम से;एखादे कार्य, व्यापार इत्यादीकांचा पहिला भाग; हम ज्यों ही घर से बाहर निकले अचानक बारिश होने लगी   /  वह चलते-चलते एकाएक रुक गया; आरंभ उत्तम असेल तर शेवट पण उत्तम होतो.
52;152;अनायास;विखुरलेला;बिना आयास या प्रयास के;एकतेचा अभाव असलेला; अनायास कोई काम नहीं होता; विखुरलेला समाज कधीच प्रगती करू शकत नाही
53;153;प्रयत्नपूर्वक;अखाद्य पदार्थ;प्रयत्न के साथ ;खाण्यास योग्य नाही अशी वस्तू; कोई भी काम प्रयत्नपूर्वक करो; त्याने अखाद्य पदार्थ कचऱ्याच्या डब्यात टाकले.
54;154;अनावरण;अंजीर;किसी वस्तु,बात आदि पर से आवरण हटाने की क्रिया;खूप लहान बिया असलेले मऊ गोड फळाचे झाड; गृहमंत्री ने गाँधी जी की प्रतिमा का अनावरण किया; माझ्या घरासमोर अंजिराची बाग आहे
55;155;कचनार;इतर;एक छोटा पेड़ जिसमें सुन्दर फूल लगते हैं ;ह्याला सोडून कुणीही; मालिन कचनार की डालियाँ झुकाकर फूल तोड़ रही है; वाढती लोकसंख्येची समस्येबरोबरच इतर समस्यादेखील उभ्या राहिल्या आहेत.
56;156;कचनार;परका;छोटे पेड़ से प्राप्त एक सुन्दर फूल;कुटुंबाच्या किंवा समाजाच्या बाहेरची व्यक्ती; माली कचनार की माला बना रहा था; आपल्या घरातील गोष्टी परक्याला सांगू नयेत.
57;157;उद्घाटन;आर्यसमाज;किसी बड़े समारोह,सम्मेलन आदि का महत्व और गौरव बढ़ाने के लिए किसी बड़े आदमी के द्वारा उसके कार्य का शुभारम्भ किए जाने की क्रिया;स्वामी दयानंद सरस्वती ह्यांनी स्थापन केलेला वेद मानणारा धार्मिक पंथ; इस विश्वविद्यालय का उद्घाटन महामहिम राष्ट्रपतिजी करेंगे; आर्यसमाज जातिभेद मानत नाही.
58;158;कंपोस्त;वैकल्पिक;हरे पत्ते, कूड़े, गोबर आदि को सड़ाकर बनाई हुई खाद;ज्याविषयी विकल्प सांगितला आहे असा; किसान खाली खेत में कंपोस्त डाल रहा है; प्रश्नपत्रिकेत चार वैकल्पिक प्रश्न होते म्हणून मी एकच प्रश्न सोडवला
59;159;रहस्योद्घाटन;शोध;किसी के रहस्य को उद्घाटित करने का कार्य;एखादी पूर्वी नसलेली गोष्ट अस्तित्वात आणणे; नेताजी सुभाष चंद्र बोस के अचानक लापता होने का रहस्योद्घाटन आज तक नहीं हुआ; राइट बंधूंनी विमानाचा शोध लावला
60;160;अव्यवस्थित;अपंग;जो व्यवस्थित न हो;हात, पाय किंवा शरीराच्या एखाद्या अंगाला इजा झाल्याने नीटपणे हालचाल करू न शकणारा; श्याम अव्यवस्थित कमरे को व्यवस्थित कर रहा है; शासनाने अपंग व्यक्तींसाठी स्वयंरोजगाराची योजना जाहीर केली.
61;161;निरंकुश;औरस;जिसके लिए कोई अंकुश या रुकावट न हो;धर्मविधीने लग्न लावलेल्या स्वस्त्रीस स्वतःपासून झालेले अपत्य; हिटलर एक निरंकुश शासक था; दानवीर कर्ण हा कुंतीचा औरस मुलगा नव्हता
62;162;अंधानुकरण;खाजगी;बिना सोचे समझे किसी बात या व्यक्ति का किया जाने वाला अनुकरण;स्वतःचा असलेला किंवा ज्यावर स्वतःचा अधिकार आहे असा; आज की युवा पीढ़ी पाश्चात्य सभ्यता का अंधानुकरण कर रही है; ही त्याची खाजगी मालमत्ता आहे./त्याने आपले विकायला काढले.
63;163;अनुकूलता;null;अनुकूल होने की अवस्था या भाव;null; अनुकूलता हो तो काम करना सहज होता है;null
64;164;दयालुता;स्वरचित;दयालु होने की अवस्था या भाव;स्वतःने रचलेला; दयालुता सज्जन पुरुषों का आभूषण है; ही माझी स्वरचित कविता आहे.
65;165;संगतता;नातेवाईक;संगत होने की अवस्था या भाव;काही संबंध असेलेली व्यक्ती; परिस्थितियों की संगतता के कारण वह जीवन में सफल होता चला गया; आमचे नातेवाईक दिल्लीला राहतात
66;166;सामंजस्य;खाजगी;उपयुक्त और ठीक संयोग या मेल;फक्त व्यक्तीशी स्वतःशी संबंधित; आपसी सामंजस्य के द्वारा कठिन से कठिन कार्य भी संभव है; दुसर्यांच्या खाजगी आयुष्यात डोकावू नये
67;167;आरंभ;स्वकीय;कोई कार्य, बात आदि शुरू होने या करने की क्रिया;आपल्या लोकांशी संबंधित असलेले; नए कार्य के आरंभ में दीप जलाया जाता है; शिवाजी महाराजांचे पहिले विरोधक स्वकीय लोकच होते
68;168;नग्नता;स्वदेशी;नग्न होने की अवस्था या भाव;आपल्या देशात तयार किंवा उत्पन्न झालेला; आज की फिल्में नग्नता से भरी होती हैं; गांधीजी नेहेमी स्वदेशी वस्तूचा वापर करत असत
69;169;ककहरा;स्वपक्षीय;क से ह तक के अक्षर;स्वतःच्या पक्षाचा किंवा स्वतःच्या पक्षाशी संबंधित; माँ बच्चे को ककहरा पढ़ना सिखा रही है; स्वपक्षीय कार्यकर्त्यांच्या विरोधाला सामोरे कसे जायचे./हा स्वपक्षीय मामला आहे.
70;170;पत्ती;अपकीर्ती;छोटा पत्ता;कुख्यात होण्याची अवस्था किंवा भाव; बकरियाँ खेतों में फसल की पत्तियाँ खा रही हैं; जन्मभर वाईट काम केल्यामुळे त्याची अपकीर्ती सर्वत्र पसरली./त्याने अब्रुनुकसानी केल्याबद्दल पोलिसात तक्रार दाखल केली आहे.
71;171;स्पष्टता;अपराध;स्पष्ट होने की अवस्था या भाव;ज्यामुळे कायद्याचे किंवा नियमाचे उल्लंघन होते आणि जे केले असता व्यक्तीला शिक्षा होऊ शकते असे काम; समस्या के कारणों की स्पष्टता के बाद ही हम इसका समाधान कर सकते हैं; आत्महत्येचा प्रयत्न आपल्याकडे अपराध मानला जातो
72;172;गोपनीयता;अपराधी;गोपनीय होने की अवस्था या भाव;अपराध करणारा; इस रहस्य की गोपनीयता को बनाए रखो; न्यायाधीशाने अपराधी व्यक्तीला शिक्षा सुनावली
73;173;भाव;पेटी;वह जिसमें होने की क्रिया निहित हो;काळ्या पांढर्या अशा बेचाळीस पट्ट्या असलेले, भाता हलवून आणि कळा दाबून वाजवले जाणारे एक वाद्य; सुंदरता में सुंदर होने का भाव है; पेटीवर साथ करायला स्वतः पुल होते.
74;174;प्रतिकूलता;अपराह्न;प्रतिकूल होने की अवस्था या भाव;दुपारनंतरचा काळ वा दिवसाचा तिसरा प्रहर; प्रतिकूलता किसी भी कार्य को जटिल बना देती है; ती आज अपराह्नी येईल.
75;175;सद्गुण;अपवाद;अच्छा गुण;सामान्य नियमाच्या विरोधात असलेली एखादी गोष्ट, शब्द किंवा तत्त्व; सद्गुण मनुष्य का आभूषण है; बेलफळाचा अपवाद वगळता औषधासाठी सामान्यतः पिकलेले फळ वापरतात.
76;176;रक्तदान;अजाणता अपराध;रक्त देने की क्रिया;अजाणतेपणे केलेला अपराध; रक्तदान ही सबसे बड़ा दान है   /  श्याम ने अस्पताल जाकर रक्तदान किया; माझ्याकडून एक अजाणता अपराध झाला.
77;177;विसंगति;अपराधी;असंगत होने की अवस्था या भाव;अपराध करणारा मनुष्य; कार्य के दौरान आनेवाली विसंगतियों को दूर करके कार्य में तेज़ी लाई जा सकती है; न्यायालयाने त्याला अपराधी ठरवले
78;178;मिलन;कलंक;मिलने की क्रिया या भाव;एखाद्यावर लावणारा किंवा दुष्कर्मामुळे लागणारा दोष; नाटक की समाप्ति पर नायक और नायिका का मिलन हुआ; आपल्यावरील कलंक खोटा आहे असे तो वारंवार सांगत होता.
79;179;असामंजस्यता;अशोधित;सामंजस्य का अभाव;ज्याचे शुद्धीकरण केले नाही असा; असामंजस्यता उन्नति में बाधक होती है; रामच्या कारखान्यात अशोधित धातूंचे शोधन केले जाते
80;180;छोटा भाई;उष्टा;वह भाई जो उम्र में छोटा हो;जेवल्यानंतर ताटात उरलेला अन्नाचा भाग; भास्कर मेरा छोटा भाई है; कुणाचे उष्टे अन्न खाऊ नये.
81;181;भाई;अपशकुन;एक ही माता-पिता से उत्पन्न या किसी वंश की किसी पीढ़ी के व्यक्ति के लिए मातृ या पितृकुल की उसी पीढ़ी का दूसरा व्यक्ति या जिसे धर्म, समाज, कानून आदि के आधार पर भाई का दर्जा मिला हो;अनिष्ट घटनेचे सूचक; श्याम मेरा चचेरा भाई है; कुत्र्याचे रडणे हे अपशकुन मानले जाते
82;182;बड़ा भाई;अपशब्द;वह भाई जिसने पहले जन्म लिया हो;उद्धट, वाईट किंवा कठोर शब्द; श्याम का बड़ा भाई अध्यापक है; मोठ्यांनी लहानांसमोर अपशब्द वापरू नये.
83;183;अनुत्तीर्ण;काम;जो परीक्षा में उत्तीर्ण न हुआ हो;केली जाणारी गोष्ट किंवा काम; इस पाठशाला में अनुत्तीर्ण विद्यार्थियों पर विशेष ध्यान दिया जाता है; तो नेहमी चांगली कामे करतो.
84;184;उत्तीर्ण;पापकर्म;जो परीक्षा में सफल हुआ हो;धर्माला अनुसरून न केलेले काम किंवा कर्म; उत्तीर्ण परीक्षार्थियों को पुरस्कृत किया जायेगा; पापकर्मापासून दूर रहा.
85;185;अनुपस्थित;सण;जो सामने, उपस्थित या मौजूद न हो;उत्साह व आनंदाने साजरे केले जाणारे एखादे धार्मिक, सामाजिक किंवा शुभकार्य; आज श्याम कक्षा में अनुपस्थित था; श्रावण हा सणांचा महिना आहे.
86;186;उपस्थित;पियानो;जो किसी विशेष समय में किसी स्थान विशेष पर हो;हातपट्ट्या हळू किंवा जोराने आपटून त्यांना जोडलेल्या हातोड्यांनी तारांवर आघात करून आवाज निर्माण करणारे, मोठ्या आकाराचे एक वाद्य; आज कक्षा में उपस्थित छात्रों की संख्या कम थी; पाश्चात्त्य संगीतविश्वात पियानो फार लोकप्रिय ठरला आहे
